certNumber,streetName,streetNumber,sector,yearBuilt,heightRegime,apartmentCount,area,yearExpertise,expertName,observations,category
426.,Intrarea DRAGUŞA,5,4,1938,S+P+1E+Ma,0,264,1993,Traian POPP,,U1
427.,Intrarea DRAGUŞA,6,4,1935,S+P+1E+Ma,0,240,1993,Traian POPP,,U2
428.,Intrarea DRAGUŞA,15,4,1937,S+P+2E+Ma,0,330,1993,Traian POPP,,U1
429.,Intrarea DUMITRU LEMNEA,1,1,1934,S+P+3E,0,750,1995,Horia DUGAN,,U3
430.,Intrarea DUMITRU LEMNEA,2,1,1934,S+P+2E+Ma,0,600,1995,Horia DUGAN,,U3
431.,Intrarea DUMITRU LEMNEA,6,1,1939,S+P+2E,3,465,1995,Leonid NEAGOE,,U3
432.,Intrarea DUMITRU LEMNEA,7,1,1939,S+P+2E+Ma,0,504,1995,Gheorghe DUMITRU,,U2
433.,Intrarea DUMITRU LEMNEA,8,1,1935,S+P+2E,0,652,1993,Dan POPESCU,,U2
434.,Intrarea DUMITRU LEMNEA,18,1,1930,S+P+2E+Ma,0,0,1993,Nicolae ROSCA,,U2
435.,Strada DUMBRAVA ROŞIE,5,2,1914,S+P+2E+Ma,0,980,1993,Mircea MIRONESCU,,U3
436.,Strada DUMBRAVA ROŞIE,12C,2,1915,S+P+1E+Ma; S+P+3E+Ma,0,1.316,1993,Radu PETROVICI,,U2
437.,Strada DUMBRAVA ROŞIE,16,2,1928,S+P+2E+Ma,0,1.370,1993,Dan DUMITRESCU,,U2
438.,Strada DUMBRAVA ROŞIE,20,2,1936,S+P+2E+Ma,0,744,1994,Mihai STEFANESCU,,U3
439.,Strada DUMBRAVA ROŞIE,28,2,1937,S+P+2E+Ma,0,584,1993,Adina SIMION,,U2
440.,Strada DUMITRU PAPAZOGLU,106,3,1930,S+P+1E+Ma; S+P+1E+Pod,0,562,1993,Dan POPESCU,,U3
441.,"Strada DUNAREA ALBASTRĂ
 (corp A + B)",2,3,1930,S+P; P,2,493,1993,Niculae TEMELCU,,U3
442.,Strada DUZILOR,2,2,1935,S+P+2E,0,"355, 228",1993,Traian POPP,,U3
443.,Strada DUZILOR,8,2,1910,S+P; S+P,0,420,1993,Dan POPESCU,,U1
444.,Strada DUZILOR,33,2,1938,S+P+2E+Ma,0,650,1993,Adina SIMION,,U3
445.,Strada ECATERINA TEODOROIU,7,1,1890,S+P+2E+Ma,0,428,1996,Ovidiu GEORGESCU,,U1
446.,Strada ECATERINA TEODOROIU,16,1,1922,S+P+1E+Ma,0,680,1993,Stelian PICULESCU,,U1
447.,Strada ECLESIARHULUI,8,1,1950,S+P+2E+Ma,0,512,1994,Mircea NEICU,,U3
448.,Strada EFORIEI,2,5,1947,S+P+Mz+8E,0,6.248,1995,Constantin TARHON,,U2
449.,Strada ELENA CUZA,5,4,1936,S+P+2E; S+P,0,"231, 148",1993,Alexandru BRANZEI,,U2
450.,Strada ELENA CUZA,15,4,1910,S+P,0,266,1993,Alexandru BRANZEI,,U2
451.,Strada ELENA CUZA (corp C + D),25,4,1920,S+P,0,221,1993,Traian POPP,,U3
452.,Strada ELENA CUZA,27,4,1925,S+P,0,468,1993,Traian POPP,,U3
453.,Strada ELENA CUZA,35,4,1937,S+P+2E,3,246,1993,Alexandru BRANZEI,,U3
454.,Strada ELENA CUZA,40C,4,1940,S+P,0,113,1993,Alexandru BRANZEI,,U2
455.,Strada ELENA CUZA,42C,4,1940,S+P,0,280,1993,Alexandru BRANZEI,,U3
456.,Strada ELENA CUZA,45,4,1910,S+P,0,47,1993,Alexandru BRANZEI,,U3
457.,Strada ELENA CUZA,47,4,1900,S+P,0,39,1993,Alexandru BRANZEI,,U2
458.,Strada ELENA CUZA,53,4,1901,S+P,0,127,1993,Alexandru BRANZEI,,U2
459.,Strada EMANOIL PORUMBARU,7,1,1940,S+P+4E,0,0,1994,Mihai URSACHESCU,,U2
460.,Strada EMANUEL DAVID,2,1,1938,S+P+3E,0,710,1995,Mircea IONESCU,,U2
461.,Strada EMANUEL DAVID,5,1,1909,S+P+2E+Ma,0,426,1994,Eugen ANTONESCU,,U3
462.,Strada EMANUEL DAVID,9,1,1926,S+P+1E+Ma,0,367,1993,Mircea NEICU,,U3
463.,Strada EPISCOPUL RADU,6,2,1934,S+P+1E,0,146,1993,Anatolie CAZACLIU,,U2
464.,Strada EPISCOPUL RADU,15,2,1895,S+P+1E,0,744,1993,Dan DUMITRU,,U3
465.,Strada EPISCOPUL RADU,40,2,1935,S+P+3E,0,473,1994,Mircea NEICU,,U2
466.,Strada EUFROSIN POTECA,16,2,1936,S+P+1E+Ma,0,420,1993,Niculaie TUDOSE,,U3
467.,Strada EUFROSIN POTECA,22,2,1939,S+P+1E,0,294,1993,Niculaie TUDOSE,,U3
468.,Strada EUFROSIN POTECA,36,2,1936,S+P+1E+Ma,0,458,1993,Niculaie TUDOSE,,U3
469.,Strada EUGENIU CARADA,5 - 7,3,1958,S+P+5E,0,2.760,1994,Mihai URSACHESCU,,U3
470.,Strada EUGENIU CARADA,7,3,1909,S+P+1E,0,1.046,1993,Mircea NEICU,,U2
471.,Strada FĂINARI,10,2,1934,S+P+1E+Ma; S+P,0,479,1993,Adina SIMION,,U3
472.,Strada FĂINARI,45,2,1927,S+P+1E+Ma; S+P+1E+Ma,0,0,1993,Adina SIMION,,U2. U3
473.,Strada FÂNTÂNICA,16,2,1930,S+P+1E,0,0,1993,Niculaie TUDOSE,,U2
474.,Strada FELICIA RACOVIŢĂ,7,5,1935,S+P+3E+Ma,0,866,1995,Grigore PANICOV,,U2
475.,Bulevardul FERDINAND I,8,2,1880,S+P+2E,0,0,1993,Niculaie TUDOSE,,U1
476.,Bulevardul FERDINAND I,17,2,1934,S+P+3E,0,643,1996,Nicolae TOPA,,U3
477.,Bulevardul FERDINAND I,29,2,1934,S+P+2E+Ma,0,552,1993,Ion VARSA,,U2
478.,Bulevardul FERDINAND I,30,2,1933,S+P+3E+Ma,0,0,1993,Traian POPP,,U1
479.,Bulevardul FERDINAND I,41,2,1939,S+P+7E+Ma,0,1.210,1993,Radu PETROVICI,,U2
480.,Bulevardul FERDINAND I,44,2,1947,S+P+8E,0,855,1993,Radu PETROVICI,,U3
481.,Bulevardul FERDINAND I,47bis,2,1900,S+P+2E,0,906,1993,Niculaie TUDOSE,,U3
482.,Bulevardul FERDINAND I,49,2,1902,S+P+2E,0,1.179,1993,Traian POPP,,U1
483.,"Bulevardul FERDINAND I
 (corp B + C)",51,2,"1931
 1928","S+P+1E
 S+P+1E",4,"256
 368",1993,Niculaie TUDOSE,,U1
484.,Bulevardul FERDINAND I,59,2,1935,S+P+2E,0,535,1993,Viorel CONSTANTINESCU,,U2
485.,Bulevardul FERDINAND I,60,2,1925,S+P+2E,0,692,1993,Ion VARSA,,U1
486.,Bulevardul FERDINAND I,76,2,1920; 1932,S+P+2E; S+P+2E,0,726,1993,Traian POPP,,U3. U2
487.,Bulevardul FERDINAND I,141,2,1960,S+P+4E,0,0,1993,Radu PETROVICI,,U3
488.,"Calea FERENTARI
 (bloc 20)",72,5,1949,S+P+3E,0,2.700,1993,Gabriel NICULESCU,,U2
489.,"Calea FERENTARI
 (bloc A1)",72,5,1948,S+P+3E,0,2.700,1993,Gabriel NICULESCU,,U2
490.,"Calea FERENTARI
 (bloc A3)",72,5,1947; 1952,S+P+3E,0,2.540,1993,Helmuth KOBER,,U2
491.,"Calea FERENTARI
 (bloc A5)",72,5,1950,S+P+3E,0,2.700,1993,Laur AGAPI,,U2
492.,"Calea FERENTARI
 (bloc A6)",72,5,1949,S+P+3E,0,2.540,1993,Cristian BALAN,,U2
493.,"Calea FERENTARI
 (bloc A10)",72,5,1951,S+P+3E,0,2.700,1993,Nicolae GHITA,,U2
494.,"Calea FERENTARI
 (bloc B2)",72,5,1949,S+P+3E,0,2.700,1993,Cristian BALAN,,U2
495.,"Calea FERENTARI
 (bloc B3)",72,5,1949,S+P+3E,0,2.700,1993,Cristian BALAN,,U2
496.,"Calea FERENTARI
 (bloc B4)",72,5,1947,S+P+3E,0,2.700,1993,Helmuth KÖBER,,U2
497.,"Calea FERENTARI
 (bloc C2)",72,5,1949,S+P+3E,0,2.700,1993,Cristian BALAN,,U2
498.,"Calea FERENTARI
 (bloc C4)",72,5,1947,S+P+3E,0,2.700,1993,Helmuth KÖBER,,U2
499.,"Calea FERENTARI
 (bloc C6)",72,5,1947,S+P+3E,0,2.700,1993,Helmuth KÖBER,,U2
500.,Strada FEROVIARILOR,1 - 5,1,1918,S+P+2E,0,1.302,1993,Marius HOTINCEANU,,U3
501.,Strada FEROVIARILOR,6 - 8,1,1946,S+P+1E+Ma,0,633,1993,Gheorghe DRUGEA,,U3
502.,Strada FEROVIARILOR,11 - 13,1,1946,S+P+2E+Ma,0,642,1993,Gheorghe DRUGEA,,U3
503.,Strada FEROVIARILOR,22 - 24,1,1946,S+P+1E+Ma,0,676,1993,Gheorghe DRUGEA,,U3
504.,Strada FEROVIARILOR,26 - 28,1,1946,S+P+1E+Ma,0,664,1993,Gheorghe DRUGEA,,U3
505.,Strada FEROVIARILOR,35B,1,1960,S+P+1E,0,215,1993,Gheorghe AFANASENCO,,U3
506.,Strada FEROVIARILOR,37,1,1920,S+P+1E,0,163,1993,Gheorghe AFANASENCO,,U2
507.,Strada FEROVIARILOR,47 - 49,1,1929,S+P+2E,0,1.200,1993,Gheorghe DRUGEA,,U3
508.,Strada FEROVIARILOR,51,1,1936,S+P+3E,0,1.116,1995,Maria DARIE,,U2
509.,Strada FEROVIARILOR,62 - 64,1,1930,S+P+1E,0,546,1993,Mircea CONDRUT,,U3
510.,Strada FEROVIARILOR,78 - 84A,1,1920,S+P+1E,0,562,1993,Gheorghe DRUGEA,,U3
511.,Strada FLOARE ROŞIE,7,6,1965,S+P+9E,0,0,1993,Anatolie CAZACLIU,,U3
512.,Strada FLOREA LAZĂR,3,2,1975,S+P+10E,0,6.669,1993,Dan MIHAILESCU,,U2
513.,Calea FLOREASCA,11,1,1924,S+P+2E,0,5.577,1993,Radu DIAMANDOPOL,,U2
514.,Calea FLOREASCA,19,1,1926,S+P+2E+Ma,0,843,1993,Dan POPESCU,,U2
515.,Strada FOIŞORUL DE FOC,1,2,1926,S+P+5E,0,6.255,1993,Ion VARSA,,U1
516.,Strada FRANCEZĂ,7,3,1879,S+P+1E,0,0,1993,Emil COROIU,ruină,U3
517.,Strada FRANCEZĂ,12,3,1870,S+P+2E,0,273,1993,Mircea MIRONESCU,,U1. U2
518.,Strada FRANCEZĂ,13,3,1895,S+P+2E+Pod,0,1.371,1993,Armand NEFIAN,,U1
519.,Strada FRANCEZĂ,16,3,1850,S+P+1E,0,322,1993,Maria CRACIUN,,U3
520.,Strada FRANCEZĂ,17,3,1890,S+P+2E+Ma,0,624,1993,Dan MIHAILESCU,,U3
521.,Strada FRANCEZĂ,18,3,1883,S+P+2E; S+P+Mz+2E,0,0,1993,Valter BOGDAN,,U1
522.,Strada FRANCEZĂ,19,3,1880,S+P+1E,0,762,1993,Voicu DORDEA,,U3
523.,Strada FRANCEZĂ,34,3,1840,S+P+1E+Ma,0,317,1993,Mircea MIRONESCU,,U2
524.,Strada FRANCEZĂ,46,3,1925,S+P+2E+Ma,0,591,1993,Radu PETROVICI,,U3
525.,Strada FRANCEZĂ,56,3,1870,S+P+1E,0,768,1993,Valter BOGDAN,,U2
526.,Strada FRANCEZĂ,58,3,1890,S+P+3E,0,2.210,1993,Mircea MIRONESCU,,U2
527.,Strada FRANCEZĂ,60,3,1880,S+P+3E,0,6.162,1993,Emil COROIU,,U2
528.,Strada FRANCEZĂ,64,3,1870,S+P+3E,0,0,1993,Mircea PERJESCU,,U1
529.,Strada FRANCEZĂ,66,3,1870,S+P+4E+Ma,0,0,1993,Niculaie TUDOSE,,U1
530.,Strada FRUMOASĂ,12,1,1900,S+P+1E,0,280,1993,Silvia CARAMAN,,U2
531.,Strada FRUMOASĂ,20,1,1890,S+P+1E,0,660,1993,Valter BOGDAN,,U3
532.,Strada FRUMOASĂ,29,1,1940,S+P+1E+Ma,0,645,1993,Radu AGENT,,U2
533.,Strada FRUMOASĂ,33,1,1912,S+P+1E+Ma,0,507,1993,Valter BOGDAN,,U3
534.,Strada FRUMOASĂ,35,1,1933,S+P,0,222,1993,Valter BOGDAN,,U3
535.,Strada FRUMOASĂ,47,1,1910,S+P+1E+Ma,0,287,1993,Valter BOGDAN,,U3
536.,Soseaua FUNDENI,2,2,1975,S+P+14E,0,6.487,1995,Mircea NEICU,,U3
537.,Strada GABROVENI,10,3,1898; 1936,S+P+3E+Ma; S+P+2E,0,"881, 180",1993,Radu PETROVICI,,U1. U2
538.,Strada GABROVENI,18,3,1885,S+P+1E+Ma,0,388,1993,Dan POPESCU,,U1
539.,Strada GABROVENI,20,3,1850,S+P+1E+Ma,0,476,1993,Ion VARSA,,U2
540.,Strada GABROVENI,43,3,1890,S+P+2E,0,207,1993,Alexandru PROGRESEANU,,U1
541.,Strada GABROVENI,57,3,1890,S+P+2E,0,1.011,1993,Dan POPESCU,,U1
542.,Strada GABROVENI,61,3,1959,S+P+7E; S+P+7E; S+P+4E,0,7.088,1994,Dan POPESCU,,U2
543.,Strada GALA GALACTION,24,1,1924,S+P+1E,0,160,1993,Serban AENLIU,,U3
544.,Strada GALA GALACTION,54,1,1942,S+P+Ma,0,116,1993,Serban AENLIU,,U3
545.,Strada GARIBALDI,26A,2,1960,S+P+2E,0,1.264,1997,Corneliu NICUT,,U3
546.,Strada GAZELEI,30,4,1931; 1910,S+P+1E; S+P,0,"333, 109",1993,Eugeniu IORDACHESCU,,U3
547.,Strada GAZELEI (corp C + D),32,4,1910,S+P+1E; S+P+1E+Ma,0,129,1993,Eugeniu IORDACHESCU,,U3
548.,Strada GAZELEI,35C,4,1900,S+P+1E;S+P+1E; S+P,0,0,1993,Alexandru BRANZEI,,U2
549.,Strada GAZELEI,47,4,1930,S+P+1E,0,504,1993,Eugeniu IORDACHESCU,,U3
550.,Strada GEORGE MURGOCI,9,4,1915,"S+P;
 S+P+1E",0,"152
 101",1993,Valentin SEVCENCO,,U3
551.,Strada GEORGES BIZET,9,2,1950,S+P+2E,0,1.044,1995,Marin TEODOR,,U3
552.,Strada GHEORGHE BRĂTIANU,26,1,1926,S+P+2E,0,0,1993,Mircea NEICU,,U3
553.,Strada GHEORGHE CANTACUZINO,3,2,1934,S+P+3E+Ma,0,0,1993,Leonid NEAGOE,,U2
554.,Bulevardul GHEORGHE I. DUCA,2,1,1936; 1937,S+P+7E; S+P+5E,0,1.512,1993,Mariana SUCEVEANU,,U2
555.,Strada GHEORGHE LAZAR,9A - 9B,1,1926; 1926,S+P+2E+Ma; S+P+1E+Ma,0,"220, 270",1994,Radu AGENT,,U3
556.,Strada GHEORGHE MANEA,13,3,1935,S+P+1E+Ma,0,420,1993,Alexandru PROGRESEANU,,U2
557.,Strada GHEORGHE MANU,6,1,1935,S+P+3E+Ma,0,776,1994,Mircea NEICU,,U2
558.,Strada GHEORGHE MANU,12,1,1945,S+Ds+P+4E,0,1.425,1994,Leonid NEAGOE,,U2
559.,Strada GHEORGHE MANU,18,1,1900,S+P+3E,0,1.140,1993,Mircea NEICU,,U2
560.,Bulevardul GHEORGHE MARINESCU,15,5,1932,S+P+2E+Ma,0,1.067,1993,Andrei NEAGU,,U3
561.,Strada GHEORGHE NEGEL,39 - 43,6,1951,S+P,0,290,1993,Gheorghe DRUGEA,,U3
562.,Strada GHEORGHE POP DE BASEŞTI,1,2,1939,S+P+2E,0,426,1993,Ion LUNGU,,U2
563.,Strada GHEORGHE POP DE BASEŞTI,6,2,1928,S+P+2E,0,696,1993,Niculaie TUDOSE,,U2
564.,Strada GHEORGHE POP DE BASEŞTI,13,2,1930,S+P+2E,0,440,1993,Dan POPESCU,,U2
565.,Strada GHEORGHE POP DE BASEŞTI,21,2,1932,S+P+2E+Ma,0,334,1993,Niculaie TUDOSE,,U1
566.,Strada GHEORGHE POP DE BASEŞTI,32,2,1935,S+P+2E,0,468,1993,Cristian BALAN,,U1
567.,Strada GHEORGHE POP DE BASEŞTI,56,2,1935,S+P+2E,0,725,1993,Dan POPESCU,,U2
568.,Strada GHEORGHE PREOŢESCU,13,4,1910,S+P+1E,0,228,1993,Traian POPP,,U3
569.,Strada GHEORGHE PREOŢESCU,18,4,1948,S+P; S+P+2E,0,279,1993,Traian POPP,,U3
570.,Strada GHEORGHE PREOŢESCU,24,4,1925,S+P+2E+Ma,0,320,1993,Traian POPP,,U1
571.,Strada GHEORGHE PREOŢESCU,25,4,1936,S+P,0,56,1993,Traian POPP,,U2. U3
572.,Strada GHEORGHE PREOŢESCU,26,4,1916,S+P+1E+Ma,0,334,1993,Traian POPP,,U2
573.,Strada GHEORGHE PREOŢESCU,29,4,1938,S+P+1E+Ma,0,510,1993,Traian POPP,,U2
574.,Strada GIACOMO PUCCINI,1,2,1939,S+P+3E,8,970,1995,Constantin PAVEL,,U2
575.,"Strada GINA PATRICHI
 (fostă Strada ORLANDO)",1,1,1939,S+P+5E+Ma,6,1.050,1994,Dan POPESCU,,U2
576.,Strada GIOACCHINO ROSSINI,6,2,1959,S+Ds+P+3E,0,1.980,1995,Nicolae CONSTANTINESCU,,U2
577.,Calea GIULEŞTI,11,6,1962,S+P+8E,0,0,1995,Dan CAPATINA,,U2
578.,Calea GIULEŞTI,42,6,1963,S+P+8E,0,9.990,1996,Dan CAPATINA,,U2
579.,Calea GIULEŞTI,50 - 52,6,1962,S+P+8E,0,4.815,1995,Dan CAPATINA,,U2
580.,Calea GIULEŞTI,133,6,1961,S+P+4E,0,4.700,1996,Iorgu NICULA,,U3
581.,Soseaua GIURGIULUI,20,4,1938,S+P,0,0,1993,Dan STANCIULESCU,,U3
582.,Strada GRĂDINA CU CAI,1,5,1910,S+P+1E+Ma,0,380,1993,Dan STANCIULESCU,,U2
583.,Strada GRIGORE ALEXANDRESCU,75,1,1944,S+P+2E+Ma,7,605,1993,Mircea NEICU,,U2
584.,Strada GRIGORE ALEXANDRESCU,76,1,1930,S+P+2E+Ma,16,1.079,1993,Mircea NEICU,,U2
585.,Strada GRIGORE ALEXANDRESCU,82,1,1949,S+P+3E,21,1.437,1993,Mircea NEICU,,U2
586.,Strada GRIGORE ALEXANDRESCU,61,1,1935,S+P+2E,7,650,1993,Mircea NEICU,,U3
587.,Strada GRIGORE COBĂLCESCU,5,1,1934,S+P+2E+Ma,0,400,1994,Ion ANTONESCU,,U3
588.,Strada GRIGORE COBĂLCESCU,7,1,1934,S+P+1E+Ma,0,776,1993,Armand NEFIAN,,U2
589.,Strada GRIGORE COBĂLCESCU,8,1,1920,S+P+1E+Pod,0,570,1993,Armand NEFIAN,,U2
590.,Strada GRIGORE COBĂLCESCU,9,1,1959,S+P+1E+Ma,0,1.240,1993,Gheorghe DRUGEA,,U1
591.,Strada GRIGORE COBĂLCESCU,12,1,1891,S+P+1E+Ma,0,765,1993,Stelian PICULESCU,,U1
592.,Strada GRIGORE COBĂLCESCU,13,1,1930,S+P+1E,0,380,1993,Stelian PICULESCU,,U1
593.,Strada GRIGORE COBĂLCESCU,18,1,1912,S+P+1E+Ma,0,310,1993,Stelian PICULESCU,,U1
594.,Strada GRIGORE COBĂLCESCU,29,1,1930,S+P+2E+Ma,0,1.100,1993,Gheorghe DRUGEA,,U1
595.,Strada GRIGORE COBĂLCESCU,35,1,1881,S+P+1E+Ma,0,350,1993,Stelian PICULESCU,,U1
596.,Strada GRIGORE COBĂLCESCU,40,1,1880,S+P+1E+Ma,0,122,1993,Stelian PICULESCU,,U1
597.,"Strada GRIGORE COBĂLCESCU
 (corp A)",45,1,1927,S+P+2E,6,872,1993,Horia DUGAN,,U1
598.,"Strada GRIGORE COBĂLCESCU
 (corp B)",45,1,1927,,0,0,1993,Horia DUGAN,,U2
599.,Strada GRIGORE COBĂLCESCU,54,1,1929,S+P+3E+Ma,0,836,1995,Dan GHEORGHE,,U3
600.,Strada GRIGORE COBĂLCESCU,56,1,1929,S+P+3E+Ma,0,1.085,1995,Dan GHEORGHE,,U3
601.,Strada GRIGORE MOISIL,4,2,1975,S+P+10E,132,13.128,1993,Emilian TITARU,,U3
602.,Strada GRIGORE RĂDUCANU,19,1,1925,S+P+1E,0,190,1993,Anatolie CAZACLIU,,U3
603.,Strada GRIGORE RĂDUCANU,21,1,1928,S+P+1E+Ma,0,257,1993,Anatolie CAZACLIU,,U3
604.,Calea GRIVIŢEI,23,1,1928,S+P+4E,0,1.420,1994,Horia DUGAN,,U2
605.,Calea GRIVIŢEI,23A,1,1910,S+P+1E,5,520,1993,Horia DUGAN,,U1
606.,Calea GRIVIŢEI,36,1,1926,S+P+2E,5,700,1993,Horia DUGAN,,U1
607.,Calea GRIVIŢEI,36C,1,1900,S+P+2E,6,700,1993,Horia DUGAN,,U1
608.,Calea GRIVIŢEI,43,1,1923,S+P+1E+Ma,5,548,1993,Valter BOGDAN,,U3
609.,Calea GRIVIŢEI,50,1,1930,S+P+1E+Ma,4,516,1993,Adina SIMION,,U2
610.,Calea GRIVIŢEI,63,1,1923,S+P+2E,13,1.000,1993,Valter BOGDAN,,U1
,(corp A + B + C),,,,,,,,,,
611.,Calea GRIVIŢEI,123,1,1930,S+P+1E+Ma,0,0,1993,Adina SIMION,,U1
612.,"Calea GRIVIŢEI
 (corp C + D + E)",127,1,1900,S+P+1E+Ma; S+P;,2,600,1993,Dan POPESCU,,U2
613.,Calea GRIVIŢEI,129,1,1930,S+P+1E+Ma,10,947,1993,Dan POPESCU,,U2
614.,Calea GRIVIŢEI,131,1,1880,S+P+1E+Ma,3,328,1993,Dan POPESCU,,U1
615.,Calea GRIVIŢEI,166A,1,1935,S+P+2E+Ma,0,0,1994,Horia DUGAN,,U1
616.,Calea GRIVIŢEI,172,1,1935,S+P+3E,10,140,1993,Constantin ARIENESCU,,U2
617.,Calea GRIVIŢEI,174B,1,1935,S+P+3E,0,0,1995,Nicolae CONSTANTINESCU,,U2
618.,Calea GRIVIŢEI,184C,1,1935,S+P+2E+Ma;,8,96,1993,Mircea CONDRUT,,U1
619.,Intrarea GHEORGHE MANU,1,1,1935,S+Ds+P+3E,0,0,1994,Eugeniu IORDACHESCU,,U3
620.,Intrarea GRIGORE CANTILLI,4,1,1940,S+P+3E,0,675,1995,Silvia CARAMAN,,U2
621.,Strada GUTEMBERG,4,5,1930,S+P+1E,0,0,1993,Serban STANESCU,,U3
622.,Strada GUTEMBERG,6,5,1920,S+P+1E,0,0,1993,Cristian BALAN,,U3
623.,Strada GUTEMBERG,8,5,1930,S+P+3E,0,0,1993,Cristian BALAN,,U3
624.,Strada GUTEMBERG,10,5,1920,S+P+1E,0,0,1993,Cristian BALAN,,U3
625.,Strada GUTEMBERG,12,5,1900,S+P+2E,0,0,1993,Niculaie TUDOSE,,U1
626.,Strada GUTEMBERG,16,5,1934,S+P+5E+Ma,0,0,1995,Mihai URSACHESCU,,U2
627.,Strada HAGIULUI,10,2,1920,S+P+2E+Ma,0,0,1993,Adina SIMION,,U2
628.,Strada HALMEU,13,2,1920,S+Ds+P+1E,0,0,1993,Constantin DALBAN,,U1
629.,"Piaţa HARALAMBIE BOTESCU
 (fostă Piaţa MATACHE)",2,1,1916,S+P+1E,0,0,1993,Horia DUGAN,,U1
630.,"Piaţa HARALAMBIE BOTESCU
 (fostă Piaţa MATACHE)",11,1,1925,S+P+2E,0,0,1993,Dan POPESCU,,U2
631.,Strada HARALAMBIE BOTESCU,14,5,1920,S+P+3E,0,0,1994,Radu AGENT,,U3
632.,Strada HÂRJEU,7,2,1937,S+P+1E+Ma,0,0,1993,Adina SIMION,,U2
633.,Strada HENRI MATHIAS BERTHELOT,59,1,1926,S+P+2E+Ma,0,0,1994,Radu AGENT,,U3
634.,Strada HENRI MATHIAS BERTHELOT,61,1,1930,S+P+2E,0,0,1994,Radu AGENT,,U3
635.,Strada HERĂSTRĂU,1,1,1938,S+P+1E,0,0,1993,Mircea NEICU,,U1
636.,Strada HERŢA,7,2,1980,S+P+10E,0,0,1993,Dan POPESCU,,U2
637.,Strada HORAŢIU,17,1,1938,S+P+1E+Ma,0,0,1995,Mircea IONESCU,,U3
638.,Strada HOREI,5bis,2,1940,S+P+Ma,0,0,1993,Mircea CONDRUT,,U3
639.,Strada HOREI,7bis,2,1923,S+P+2E+Ma,5,0,1993,Viorel CONSTANTINESCU,,U2
640.,Strada HOREI,8,2,1935,S+P+3E+Ma,0,0,1993,Niculaie TUDOSE,,U2
641.,Strada HOREI,16,2,1910,S+P+2E+Ma,0,0,1993,Nicolaie TUDOSE,,U2
642.,Strada HOREI,30,2,1940,S+P+1E,0,0,1993,Mircea VASILIU,,U1
643.,Strada HRISOVULUI,14,1,1957,S+P+3E,0,0,1995,Virgil FIERBINTEANU,,U3
644.,Bulevardul HRISTO BOTEV,2,3,1900,S+P+2E,4,402,1993,Nicola GOSPODINOV,,U1
645.,Bulevardul HRISTO BOTEV,4,3,1930,S+P+2E+Ma,0,0,1993,Alexandru PROGRESEANU,,U1
646.,Bulevardul HRISTO BOTEV,7,3,1920,S+P+3E+Ma,0,0,1994,Dan GHIOCEL,,U3
647.,Bulevardul HRISTO BOTEV,13,3,1938,S+P+3E+Ma,0,0,1993,Dan POPESCU,,U1
648.,Bulevardul HRISTO BOTEV,22,3,1936,S+P+7E,0,0,1994,Gabriel NICULESCU,,U3
649.,Bulevardul HRISTO BOTEV,24,3,1935,S+P+5E,0,0,1994,Dan GHIOCEL,,U3
650.,Bulevardul HRISTO BOTEV,26,3,1930,S+P+5E,0,0,1993,Alexandru PROGRESEANU,,U2
651.,Bulevardul HRISTO BOTEV,27,3,1937,S+P+3E+Ma,0,0,1994,Dan GHIOCEL,,U3
652.,Bulevardul HRISTO BOTEV,29,3,1900,S+P+Ma,0,0,1993,Nicolae ALEMAN,,U3
653.,Bulevardul HRISTO BOTEV,34,3,1934,S+P+3E,0,0,1994,Dan GHIOCEL,,U3
654.,Bulevardul HRISTO BOTEV,44,3,1903,S+P+1E+Ma,0,0,1993,Serban PAUNESCU,,U2
655.,Strada IACOB FELIX,72,1,1935,S+P+1…2E+Ma,0,0,1993,Anatolie CAZACLIU,,U2
656.,Strada IACOB NEGRUZZI,28,1,1926,S+P+1E,0,0,1993,Valter BOGDAN,,U1
657.,Strada IACOB NEGRUZZI,30,1,1898,S+P+1E+Ma,0,0,1993,Rodica VASILESCU,,U1
658.,Strada IANCU CAVALER DE FLONDOR,7,2,1925,S+P+2E+Ma,0,0,1993,Dan STANCIULESCU,,U1
659.,Bulevardul IANCU DE HUNEDOARA,37,1,1960,S+P+8E,0,11.554,1994,Valentin SEVCENCO,,U3
660.,Bulevardul I. C. BRĂTIANU,2,3,1940,S+P+1E+Ma,0,0,1993,Paul VERNESCU,,U1
661.,Bulevardul I. C. BRĂTIANU,6,3,1937,S+P+8E,0,0,1994,Alexandru PROGRESEANU,,U1
662.,Bulevardul I. C. BRĂTIANU,14,3,1880,S+P+2E,0,0,1993,Emil COROIU,,U2
663.,Bulevardul I. C. BRĂTIANU,34,3,1945,S+P+6E+Ma,0,0,1993,Radu PETROVICI,,U3
664.,Bulevardul I. C. BRĂTIANU,35,3,1956,S+P+7E,0,0,1994,Valentin GEORGESCU,,U2
665.,Bulevardul I. C. BRĂTIANU,39,3,1986,S+P+9E,0,0,1994,Mihai NAVODARIU,,U3
666.,Bulevardul I. C. BRĂTIANU,44,3,1958,S+P+7E,0,0,1994,Alexandru PROGRESEANU,,U3
667.,Soseaua IANCULUI,47,2,1976,S+P+10E,0,0,1993,Ion LUNGU,,U3
668.,Soseaua IANCULUI,57,2,1978,S+P+8E,0,0,1993,Ion LUNGU,,U3
